"Facility Name","name (OpenLMIS)","DHIS2_id","OpenLMIS Code","DHAMIS Facility ID"
"Ngisi Village Clinic","Ngisi Village Clinic","xwfEvKdQMEI","Not existing",""
"Ngodzi Health Centre","Ngodzi Health Centre","LTFJhIOv3VP","SA1414","820"
"Ngokwe Health Centre","Ngokwe Health Centre","UltcvVpNf8r","MHG2614","897"
"Ngómbe Village Clinic","Ngómbe Village Clinic","t5HFyhqAt81","Not existing",""
"Ngongondo Village Clinic","Ngongondo Village Clinic","a5ZJ5MaYpKh","Not existing",""
"Ngoni Health Centre","Ngoni Health Centre","U1sHpxxw4WH","LL1537","718"
"Ngoniwa Village Clinic","Ngoniwa Village Clinic","rMHhZCoD1U6","Not existing",""
"Ngosi Village Clinic","Ngosi Village Clinic","rTo5wq6XXXk","Not existing",""
"Ngoya Village Clinic","Ngoya Village Clinic","YhE9MGbSkLi","Not existing",""
"Ngwelero Health Centre","Ngwelelo Health Centre","grLzTEcg70S","ZA2716","597"
"Ngwezu Village Clinic","Ngwezu Village Clinic","IL4LA1RTk5u","Not existing",""
"Njahito Village Clinic","Njahito Village Clinic","TtcIOD7jOKv","Not existing",""
"Njakwa Village Clinic","Njakwa Village Clinic","iUdpDZ4xM4a","Not existing",""
"Njalaya Nkhunda Village Clinic","Njalaya Nkhunda Village Clinic","I5CcypBCB0x","Not existing",""
"Njamba Village Clinic","Njamba Village Clinic","cqeQwLbTpIU","Not existing",""
"Njenjema Village Clinic","Njenjema Village Clinic","yQ3nxHrv5Zg","Not existing",""
"Njirambo Village Clinic","Njirambo Village Clinic","WvKQlUMOvNd","Not existing",""
"Njobvuyalema Village Clinic","Njobvuyalema Village Clinic","amCZizMZ9B6","Not existing",""
"Njobvuyalema Village Clinic","Njobvuyalema Village Clinic","gBIYs556YA2","Not existing",""
"Njoka Village Clinic","Njoka Village Clinic","mT7Z02A1iqA","Not existing",""
"Njuyu Health Centre","Njuyu Health Centre","CZXbHCpGcTW","MZN0534","901"
"Nkalo Health Centre","Nkalo Health Centre","Phu68UfvSy0","CZ2809","190"
"Nkasala Health Centre","Nkasala Health Centre","TOHfssdeOr9","ZA2717","191"
"Nkhalango Private Clinic","Nkhalango Clinic","N4dbtgJAnhw","LL4032","1208"
"Nkhamenya Hospital","Nkhamenya Hospital","QcCfOxMgWJN","KU1013","310"
"Nkhande Dispensary","Nkhande Dispensary","cGvhk2ChRaA","Not existing","1315"
"Nkhanga Village Clinic","Nkhanga Village Clinic","UxXEOuYxyMv","Not existing",""
"Nkhanire Village Clinic","Nkhanire Village Clinic","RmII1M4JNBL","Not existing",""
"Nkhata-Bay-DHO","Nkhata Bay DHO Pharmacy","P1HnUkQDPw0","NB0315",""
"Nkhata Bay District Hospital","Nkhata Bay District Hospital","Cr4BIZYc1Ks","NB0315","193"
"Nkhataombere Maternity","Nkhataombere Maternity","cW0qFAm1C3P","Not existing",""
"Nkhoma Hospital","Nkhoma Hospital","wPja49DJa2A","LL1538","689"
"Nkhorongo Health Centre","Nkhorongo Health Centre","dz2aFcg1wHo","MZN0535","904"
"Nkhotakota-DHO","Nkhotakota DHO Pharmacy","HxjTgTNq2YD","KK1111",""
"Nkhotakota District Hospital","Nkhotakota District Hospital","eLLoifuK7RA","KK1111","196"
"Nkhulambe Health Centre","Nkhulambe Health Centre","IFWkUcZya9D","PE3511","906"
"Nkhunga Health Centre","Nkhunga Health Centre","RQX6rnfUsBD","KK1112","908"
"Mkhwayi Health Centre","Nkhwayi Health Centre","tRNfX43j5Mv","PE3507","1020"
"Nkhwayi Village Clinic","Nkhwayi Village Clinic","DlQ9JxjLRzz","PE3507",""
"Nkhwazi Health Centre","Nkhwazi Health Centre","BogAIA30ZjT","MC1612","197"
"Nkombedzi Health Centre","Nkombedzi Health Centre","cjXYVRHJjQn","CK3364","1175"
"Nkope Health Centre","Nkope Health Centre","jrlOSjcDYGN","MH2558","486"
"Nkula/Tedzani Clinic","Nkula Clinic","OH6iMGjGTbZ","NE3712",""
"Nkula Health Centre","Nkula Health Centre","cfzBcWqPOoy","NE3712","913"
"Nkula Village Clinic","Nkula Village Clinic","IE1FXyC7l8X","NE3712",""
"Nkunlola Village Clinic","Nkunlola Village Clinic","QI32Wbp0xCG","Not existing",""
"Nkuta/ Mabanja Village Clinic","Nkuta/ Mabanja Village Clinic","vMuI16pild2","Not existing",""
"Nogwe Village Clinic","Nogwe Village Clinic","wOM2Ym5V4ZC","Not existing",""
"Nomba Village Clinic","Nomba Village Clinic","efPsnTNGXsV","Not existing",""
"North Zone","North Zone","mPpiH4dNz9C","Not existing",""
"NRC","NRC Clinic","rIFUCMVM6i2","LL4057",""
"Nsabwe Dispensary","Nsabwe Dispensary","zUquZgXa6Rm","TO011","647"
"Nsambe Sda Health Centre","Nsambe Health Centre (CHAM)","HxziIaDjatq","NE3711",""
"Nsanama Health Centre","Nsanama Health Centre","DLSIRdTyKv3","MHG2615","260"
"Nsanama Village Clinic","Nsanama Village Clinic","QQ8OKDzwAbG","MHG2615",""
"Nsanje-DHO","Nsanje DHO Pharmacy","LswTbnG3C0c","NJ3409",""
"Nsanje District Hospital","Nsanje District Hospital","tVuIhivYk9N","NJ3409","200"
"Nsanyira Village Clinic","Nsanyira Village Clinic","ptxJaRdGNuz","Not existing",""
"Nsaru Health Centre","Nsaru Health Centre","lxulWQBn6fT","LL1539","711"
"Nselema Village Clinic","Nselema Village Clinic","XEDLeHOSS3R","Not existing",""
"Nsikita Village Clinic","Nsikita Village Clinic","DodCHiy2ek9","Not existing",""
"Nsinja Village Clinic","Nsinja Village Clinic","dKx2W0Y7vLt","Not existing",""
"Nsipe Health Centre","Nsipe Health Centre","DZq9bb4C1Jn","NU1825","520"
"Nsiyaludzu Health Centre","Nsiyaludzu Health Centre","GYlTZXKcHxA","NU1826","920"
"Nsolomba Village Clinic","Nsolomba Village Clinic","rSMmwAF0j0B","Not existing",""
"Nsoni Village Clinic","Nsoni Village Clinic","r19BRennBD4","Not existing",""
"Ntaja Health Centre","Ntaja Health Centre","Ybh0Ww4WWVx","MHG2616","201"
"Ntali Village Clinic","Ntali Village Clinic","UtF6zkbzSoK","Not existing",""
"Ntalika Village Clinic","Ntalika Village Clinic","pMoTkpfdS4a","Not existing",""
"Ntalika Village Clinic (Namasalima)","Ntalika Village Clinic (Namasalima)","VGpGQStUNgT","Not existing",""
"Ntambo Village Clinic","Ntambo Village Clinic","ZG4w4cexA23","Not existing",""
"Ntchathu Village Clinic","Ntchathu Village Clinic","EqLBUibdYOp","Not existing",""
"Ntcheu-DHO","Ntcheu DHO Pharmacy","ENQA7sOVrPw","NU1827",""
"Ntcheu District Hospital","Ntcheu District Hospital","irf8hxUohn5","NU1827","505"
"Ntchisi-DHO","Ntchisi DHO Pharmacy","EbpvGZRGG04","NS1210",""
"Ntchisi District Hospital","Ntchisi District Hospital","qXwx6gQyNBv","NS1210","203"
"Nteuka Village Clinic","Nteuka Village Clinic","wTljQDm6SAF","Not existing",""
"Nthalire Health Centre","Nthalire Health Centre","I6ZujG9AVcl","CP0110","443"
"Nthenda Village Clinic","Nthenda Village Clinic","mU5z4eBnYX8","Not existing",""
"Nthenje Health Centre","Nthenje Health Centre","mEYFrYZrHrN","RU0416","941"
"Nthenje Village Clinic","Nthenje Village Clinic","qwRLaUCj1Nh","RU0416",""
"Nthondo Health Centre (Ntchisi)","Nthondo Health Centre","xQBYdqlCMvU","NS1211","205"
"Nthondo Health Centre (Lilongwe)","Nthondo Health Centre","yzgU0YKoHnq","LL1540","942"
"Ntholowa Health Centre","Nthorowa Health Centre","VSHsslABmXE","MHG2621",""
"Nthunduti Village Clinic","Nthunduti Village Clinic","xhUdAiuxEKx","Not existing",""
"Nthungwa Health Centre","Nthungwa Health Centre","qXonH3FiBYn","NB0320","944"
"Ntonya Village Clinic","Ntonya Village Clinic","XbRRSmihBXv","Not existing",""
"Ntuluma Village Clinic","Ntuluma Village Clinic","WMhlpOqvafl","Not existing",""
"Nyalugwe 1 Village Clinic","Nyalugwe 1 Village Clinic","f0kizkFGPPz","Not existing",""
"Nyamanda Pvt Clinic","Nyamanda Clinic","yqRWtPJP1BG","LL4088","1209"
"Nyambadwe Private Hospital","Nyambadwe Private Hospital","CedL5WOqd2I","BT2970","1147"
"Nyambi Health Centre","Nyambi Health Centre","ZD6zoYO03cf","MHG2617","206"
"Nyamithuthu Health Centre","Nyamithuthu Health Centre","zCPRlak2MqT","NJ3410","945"
"Nyangu Village Clinic","Nyangu Village Clinic","V2DMaRry6Z8","Not existing",""
"Nyungwe Health Centre","Nyungwe Health Centre","xr2MuALneJH","KA0211","207"
"Nzama Health Centre","Nzama Health Centre","xiPaD8Vsm7n","NU1828","947"
"Ofesi Health Centre","Ofesi Health Centre","bWYHqt0OcHy","KU1022","948"
"OPD Family Planning-STI","OPD Family Planning-STI","RaUEU9byQN9","Not existing",""
"Padley Pio Health Centre","Padley Pio Health Centre","ZqRS6PkibPM","MZN6018",""
"Paracchute dispensary","Parachute Battalion Clinic","Y4g17ECjSHt","SA1425","1219"
"Partners In Hope ClinicDalitso Clinic(private)","Partners In Hope Clinic Dalitso Clinic (private)","oAbzoo8jsNn","LL4089","1451"
"Partners In Hope Clinic Moyo Clinic (public)","Partners In Hope Clinic Moyo Clinic (public)","FHaAx124JwD","LL4044","208"
"Patalawo Village Clinic","Patalawo Village Clinic","RHE2jGzYST9","Not existing",""
"Pensulo Health Centre","Pensulo Health Centre","xN8oZzMyC33","BT5075","1253"
"Peter Mkoola Village Clinic","Peter Mkoola Village Clinic","rKaFRd44p25","Not existing",""
"Peter Mwangalawa Village Clinic","Peter Mwangalawa Village Clinic","vXf71iqRScS","Not existing",""
"Phalombe-DHO","Phalombe DHO Pharmacy","A2Kgu7zMgJr","PE3512",""
"Phalombe Health Centre","Phalombe Health Centre","zDFhyylZv3c","PE3512","1050"
"Phalombe Mission Holy Family Hospital","Phalombe Mission Holy Family Hospital","m03CECb09qZ","PE3515","955"
"Phalula Health Centre","Phalula Health Centre","Xp3wYJuLYue","BLK3606","209"
"Phanga Dispensary","Phanga Health Centre","fzNTz7Gcejn","NU1842","1055"
"Phapa Village Clinic","Phapa Village Clinic","ZhtQEfjYQo2","Not existing",""
"Pheruwa Village Clinic","Pheruwa Village Clinic","K2yjYWWq636","Not existing",""
"Phimbi Health Centre","Phimbi Health Centre","OmkxKPS11ej","BLK3607","664"
"Phirilongwe Health Centre","Phirilongwe Health Centre","IXMfufQaORA","MH2529","957"
"Phokera Health Centre","Phokera Health Centre","t0NplMFqDph","NJ3417","1103"
"Phulanya Village Clinic","Phulanya Village Clinic","GSH5Y4d5cLR","Not existing",""
"Pim Health Centre","Pim Health Centre","nCX7iqBMNwM","CZ2810","1386"
"Pirimiti Health Centre","Pirimiti Hospital","X3O5uAX04Z9","ZA2718","210"
"Police (Area 30) Dispensary","Police (Area 30) Dispensary","PbvsqIcWCec","LL4048",""
"Police College Dispensary","Police College Dispensary","BVyPLf3Mm43","Not existing in OpenLMIS",""
"Police College Health Centre ","Police College Health Centre","xv1ibnyVokh","ZA2748","355"
"Police Hospital","Police College Hospital","QwBJxR5kKa1","ZA2748","609"
"Polytechnic Clinic ","Polytechnic Clinic","nFIyDVJHSgo","BT5055","814"
"Press Cooperation Clinic","Press Cooperation Clinic","abwaidMcPpQ","BT5057",""
"PSI","PSI","NGuDniOCUN5","TBA003","1429"
"Puti/Maganga Village Clinic","Puti/Maganga Village Clinic","EtutbSrvwJB","Not existing",""
"qech Clinical Support Services","qech Clinical Support Services","Cv9mzdDWJ4k","Not existing",""
"qech Dental Department","qech Dental Department","ubxoYJhDkDr","Not existing",""
"qech Management Department","qech Management Department","wJh3Ny3R0Po","Not existing",""
"qech Medical Department","qech Medical Department","hPt56azxpFU","Not existing",""
"qech Obs and Gynae Department","qech Obs and Gynae Department","Xke4dPY463J","Not existing",""
"qech OPD 1","qech OPD 1","tBhXLxPMBOD","Not existing",""
"qech OPD 5B Surgical","qech OPD 5B Surgical","q3DaJOwBxPf","Not existing",""
"qech OPD AETC","qech OPD AETC","gN6tG7ULhnh","Not existing",""
"qech OPD ANC High Risk","qech OPD ANC High Risk","lxTxltWI6eu","Not existing",""
"qech OPD ANC Normal","qech OPD ANC Normal","cbCV5EN7PnP","Not existing",""
"qech OPD ARV","qech OPD ARV","abaTNlfKwtt","Not existing",""
"qech OPD Breast Clinic","qech OPD Breast Clinic","WtCAHogiJnR","Not existing",""
"qech OPD Burns","qech OPD Burns","et805Hfs8dy","Not existing",""
"qech OPD Cardiac","qech OPD Cardiac","xrIj3lMiNNJ","Not existing",""
"qech OPD Casualty","qech OPD Casualty","fOgpW7M2ey1","Not existing",""
"qech OPD Dermatology","qech OPD Dermatology","HF9UXqKC7tB","Not existing",""
"qech OPD Diabetes","qech OPD Diabetes","wFgD3yudD5Y","Not existing",""
"qech OPD Dialysis","qech OPD Dialysis","oeRup3WZS1E","Not existing",""
"qech OPD Endoscopy","qech OPD Endoscopy","F5qlYONu4wN","Not existing",""
"qech OPD ENT","qech OPD ENT","L5PRL40Pqqi","Not existing",""
"qech OPD Family Planning","qech OPD Family Planning","pGpQScxxvQM","Not existing",""
"qech OPD Gynae Clinic","qech OPD Gynae Clinic","pbQuk5X2tDf","Not existing",""
"qech OPD Hypertension","qech OPD Hypertension","DQDY9fiknXq","Not existing",""
"qech OPD Infertility","qech OPD Infertility","Vu90ooSrrWf","Not existing",""
"qech OPD Obs and Gynae Oncology","qech OPD Obs and Gynae Oncology","OHT7NOPnO6U","Not existing",""
"qech OPD Obs and Gynae-STI","qech OPD Obs and Gynae-STI","Q4L8WFISzEM","Not existing",""
"qech OPD Oncology","qech OPD Oncology","RgROpL7BXAk","Not existing",""
"qech OPD Palliative","qech OPD Palliative","buYeED0K3Ys","Not existing",""
"qech OPD Staff Clinic","qech OPD Staff Clinic","IrGijpfdfvz","Not existing",""
"qech OPD STI","qech OPD STI","II7OxwHx9fm","Not existing",""
"qech OPD TB","qech OPD TB","L7Sg1MAm1Xx","Not existing",""
"qech OPD VCT","qech OPD VCT","JYggeWk9J0A","Not existing",""
"qech OPD2 Medical","qech OPD2 Medical","A5YR6UtSBjj","Not existing",""
"qech OPD2 Orthopaedic","qech OPD2 Orthopaedic","oZuIxkg7C0R","Not existing",""
"qech OPD2 Psychiatry","qech OPD2 Psychiatry","TCNCk4F4VX1","Not existing",""
"qech OPD2 Surgical","qech OPD2 Surgical","SyM5ux0TzS3","Not existing",""
"qech Ophthalmology Department","qech Ophthalmology Department","L3msdyyEwrq","Not existing",""
"qech Paediatric Department","qech Paediatric Department","v7couup1r8U","Not existing",""
"qech Rehabilitation & Palliative","qech Rehabilitation & Palliative","p58inz2GiwQ","Not existing",""
"qech Surgical Department","qech Surgical Department","aXdTEa1tZyk","Not existing",""
"qech Theatre Burns","qech Theatre Burns","WTWwBcqiQzH","Not existing",""
"qech Theatre Main","qech Theatre Main","kOFSKDrGGsp","Not existing",""
"qech Theatre Maternity","qech Theatre Maternity","k1MPCU4hAaS","Not existing",""
"qech Ward 1A Maternity","qech Ward 1A Maternity","Z1m9T6yX2my","Not existing",""
"qech Ward 2A General Paying","qech Ward 2A General Paying","f0rQCnvLJOd","Not existing",""
"qech Ward 2B General Paying","qech Ward 2B General Paying","EtpfTQ8bJme","Not existing",""
"qech Ward 3A TB","qech Ward 3A TB","EQRyGxjDJM2","Not existing",""
"qech Ward 3B Male Mwdical","qech Ward 3B Male Mwdical","ufuvcHqoJD3","Not existing",""
"qech Ward 4A Femal Medical","qech Ward 4A Femal Medical","oSrhE4X0hdh","Not existing",""
"qech Ward 5A Surgical Male","qech Ward 5A Surgical Male","nyKQ09tjfj1","Not existing",""
"qech Ward 5B Surgical Female","qech Ward 5B Surgical Female","FYau2cgge06","Not existing",""
"qech Ward 6A Orthopaedic Male","qech Ward 6A Orthopaedic Male","c9xBYvq9QxG","Not existing",""
"qech Ward Burns","qech Ward Burns","tiFL7rkZw7r","Not existing",""
"qech Ward Dermatology","qech Ward Dermatology","GL3aROW6LYV","Not existing",""
"qech Ward Intesive Care Unit","qech Ward Intesive Care Unit","HSuenHTD9OT","Not existing",""
"qech Ward Obs and Gynae","qech Ward Obs and Gynae","V2BTGkjIaW1","Not existing",""
"qech Ward Obs and Gynae Antenatal","qech Ward Obs and Gynae Antenatal","HMCZOwbH83q","Not existing",""
"qech Ward Obs and Gynae Post Natal 1","qech Ward Obs and Gynae Post Natal 1","lpttEdAkBvF","Not existing",""
"qech Ward Obs and Gynae Post Natal 2","qech Ward Obs and Gynae Post Natal 2","rUfcl8HT8tJ","Not existing",""
"qech Ward Oncology","qech Ward Oncology","uZovOnx641K","Not existing",""
"qech Ward Shortstay ","qech Ward Shortstay","RdGtSTIt6Vh","Not existing",""
"Queen Elizabeth Central Hospital","Queen Elizabeth Central Hospital","UAl6raBTebe","BT2926","213"
"Queen Elizaberth Central Hospital","Queen Elizabeth Central Hospital Pharmacy","aimBmvkBWy3","BT2926",""
"Raiply Clinic","Raiply Clinic","G6HYLoDmHdT","MZS0583","534"
"Raiply Dispensary","Raiply Dispensary","uOxLo7wYTRA","MZS0583",""
"River of Life Clinic","River of Life Clinic","WU9qmsrke3o","Not existing",""
"Robeni Village Clinic","Robeni Village Clinic","yQ96jylCm3I","Not existing",""
"Ruarwe Health Centre","Ruarwe Health Centre","kKaGzpI0IKd","NB0317","585"
"Rumphi-DHO","Rumphi DHO Pharmacy","M8moEd4dNYo","RU0417",""
"Rumphi District Hospital","Rumphi District Hospital","ELlvUH7sci2","RU0417","214"
"Sachera Village Clinic","Sachera Village Clinic","eTAQryy4JzB","Not existing",""
"Sadi Village Clinic","Sadi Village Clinic","n1VLSKWs4C0","Not existing",""
"Sadibwa Village Clinic","Sadibwa Village Clinic","b52rOtWtmld","Not existing",""
"Sadzi Health Centre","Sadzi Health Centre","BuyHhYha5dP","ZA2734","1261"
"Sagawa Village Clinic","Sagawa Village Clinic","lLoPEGqz3PS","Not existing",""
"Saidi-Mataka Village Clinic","Saidi-Mataka Village Clinic","RZhmXpTEMa5","Not existing",""
"Saitintonda Village Clinic","Saitintonda Village Clinic","xNmbkZ1imXu","Not existing",""
"Saititiputipu Village Clinic","Saititiputipu Village Clinic","CTGDqyvObCj","Not existing",""
"Salamba Village Clinic","Salamba Village Clinic","NzXdtc0DA7o","Not existing",""
"Salanje Village Clinic","Salanje Village Clinic","q9L8O3k2eg6","Not existing",""
"Salima-DHO","Salima DHO Pharmacy","hQXbPPfQtLy","SA1415",""
"Salima District Hospital","Salima District Hospital","D4HrpFEtQRq","SA1415","216"
"Sambankhanga Health Centre","Sambankhanga estate clinic","SykBimJT1V2","TO3143","1161"
"Sangilo Health Centre","Sangiro Health Centre","r0Elt6wypHg","KA0212","402"
"Sanjika Clinic","Sanjika Clinic","H64Mae6Suyl","BT2980","1193"
"Sankhulani Health Centre","Sankhulani Health Centre","xhQxgh1GSkX","NJ3411","1096"
"Santhe Health Centre","Santhe Health Centre","B1gKsva7Nw4","KU1014","217"
"Saopa Village Clinic","Saopa Village Clinic","CZuq8hFAcgD","Not existing",""
"Sapuwa Village Clinic","Sapuwa Village Clinic","qXM5fbaTBPJ","Not existing",""
"Satemwa Clinic","Satemwa Clinic","S0KCNuAkdMR","TO3144","218"
"Sayenda Village Clinic","Sayenda Village Clinic","q2eiXbEKISt","Not existing",""
"Sazola Village Clinic","Sazola Village Clinic","VLVBIAkmI46","Not existing",""
"Senga Bay Baptist Dispensary","Senga Bay Baptist Medical Clinic","ceJLGDr1eVI","SA1426","369"
"Senzani Health Centre","Senzani Health Centre","FWZnvXYdJV6","NU1829","518"
"Sezu Village Clinic","Sezu Village Clinic","yOv0brAw8e4","Not existing",""
"Shaibu Village Clinic","Shaibu Village Clinic","q2uIwcZTCKH","Not existing",""
"Sharpe Valley Health Centre","Sharpe Valley Health Centre","Wwu7pZG2KuR","NU1830","962"
"Shasoni Village Clinic","Shasoni Village Clinic","OiajjAXXnx7","Not existing",""
"Shifa Private Clinic","Shifa Private Clinic","CMTihDdVodi","BT5028","1269"
"Sifakado Village Clinic","Sifakado Village Clinic","btunJYe1eLA","Not existing",""
"Sila Village Clinic","Sila Village Clinic","IharF5IYOH0","Not existing",""
"Silu Village Clinic","Silu Village Clinic","wxJIcqymb0l","Not existing",""
"Silu-2 Village Clinic","Silu-2 Village Clinic","OqbYAVPWnFx","Not existing",""
"Simlemba Health Centre","Simlemba Health Centre","xcRa7FraazI","KU1015","327"
"Simoni Village Clinic","Simoni Village Clinic","FZc30BvT2Yi","Not existing",""
"Sinyala Dispensary","Sinyala Dispensary","OojoWe533hy","MH2552","963"
"Sr Marthas Health Centre","Sister Martha Health Centre","hwx0GuqLuBN","MH2559","1185"
"Sister Teleza Community Hospital","Sister Theresa Mikoke Hospital","QJKJi4blhkg","NU1836","519"
"Soche Maternity","Soche Maternity Health Centre","AiR2MD63tCb","BT2920","966"
"Soche SDA Dispensary","Soche SDA Dispensary","nKzxabl3RpR","BT2977","1362"
"Sofwe Village Clinic","Sofwe Village Clinic","BxKUxMpSiDI","Not existing",""
"Sokola Village Clinic","Sokola Village Clinic","JYBZUMdg6Ic","Not existing",""
"Sokole Village Clinic","Sokole Village Clinic","rk5fDZAfwWG","Not existing",""
"Sompho Village Clinic","Sompho Village Clinic","ZkHrvSDIK33","Not existing",""
"Songamino Village Clinic","Songamino Village Clinic","Fk0AZFmgbfb","Not existing",""
"Sorgin Health Centre","Sorgin Health Centre","tWHl2Y9tGSe","NJ3412","771"
"Sos Childrens Village Blantyre","Sos Childrens Village Blantyre","rrTE8OcL49T","BT2978",""
"SOS Clinic","SOS Clinic","qJRzJoylexL","LL4035","220"
"Sosola Village Clinic","Sosola Village Clinic","bK7RwLVCLO3","Not existing",""
"South East Zone","South East Zone","yeGIr7J6nX7","seas",""
"South Lunzu Health Centre","South Lunzu Health Centre","OJhXyqgy2Qm","BT2921","740"
"South West Zone","South West Zone","X10UsRjL1l0","swes",""
"Ssh Clinic","Ssh Clinic","u9OaAjL9cih","LL4090","801"
"St Annies Village Clinic","St Annies Village Clinic","w3WG1xbx2Yj","KK1115",""
"St Austin Village Clinic","St Austin Village Clinic","Ewvy9fHk9qg","Not existing in OpenLMIS",""
"St Gabriels Hospital","St Gabriel Hospital","M438IpmrFy5","LL1541","222"
"St Johns of God Mental Hospital","St Johns of God Mental Hospital","Q9p5l8Liv8c","Not existing in OpenLMIS","1385"
"St Josephs Mitengo Health Centre","St Joseph Mitengo Health Centre","plC4nwLdlbf","TO3131","224"
"St Martins Molere Health Centre","St Martins Molere Health Centre","POK4qrJEUda","TO3132","972"
"Chizumulo St Marys Health Centre","St Mary's / Chizumulu Health Centre","XXjX57Xslam","LK0602","736"
"St Montfort Hospital","St Montfort Hospital","a8NecI8jzqL","CK3316","559"
"St Patricks Health Centre(Rumphi)","St Patricks Rumphi Health Centre","F5rBhJR8YzL","RU0428","975"
"St Peters (Likoma) Rural Hospital","St Peters (Likoma) Rural Hospital","CsyzgID0Nif","LK0601","735"
"St Peters Hospital","St Peters Hospital","rLCi8itMAng","LK0601","735"
"St Vincent Health CentreChadzunda","St Vincent Health CentreChadzunda","q4hK217Rtbr","BT2979","741"
"St Andrews Community Hospital","St. Andrews Health Centre","WEXi1SR3Ps6","KU1032","331"
"St Annes Health Centre","St. Anne's Health Centre","fA5VQVs3L2A","KA0213","969"
"St. Annes Mission Hospital","St. Annes Mission Hospital","pqKNCtpevif","KK1115","334"
"St. Faith Health Centre","St. Faith Health Centre","TfUBwEL4ESW","KU1038","1399"
"Hallena Oakely Health Centre","St. Hellena Oakley (Ntambanyama) Health Centre","v6gj70cBiQE","TO3108",""
"St Johns Mission Hospital","St. Johns Hospital","DJ8gHyjgiVL","MZN0537","223"
"St Josephs Mission Hospital(Nguludi)","St. Joseph Health Centre","jm5VShYSJ35","CZ2808",""
"St Lukes Hospital","St. Lukes Hospital","rohhSzKgCbr","ZA2719","599"
"St Martin Hospital","St. Martins Hospital","RfcuOXpbcam","MH2531","494"
"State House Dispensary","State House Clinic Health Centre","CKRqkhgVqwJ","ZA2761","824"
"Illovo Factory","Sucoma Clinic Illovo","qhmT1RSZunv","CK3345","819"
"Sukasanje Health Centre","Sukasanje Health Centre","pix1qzSosTb","PE3518","827"
"sunrise clinic","Sunrise Clinic","hyQSe6rVikw","LL7005","1420"
"Supuni Village Clinic","Supuni Village Clinic","lI2F17oQTo0","Not existing",""
"Suweni Village Clinic","Suweni Village Clinic","sZIIj3ThSds","Not existing",""
"Tabwa Village Clinic","Tabwa Village Clinic","gqfXCZ4N5wk","Not existing",""
"Tachira Private Clinic ","Tachira Clinic","PEHVxojxzOF","LL4091","1138"
"Taliya Village Clinic","Taliya Village Clinic","NrxCmuykPGs","Not existing",""
"Tambala Village","Tambala Village","I2NRtk3h0LU","Not existing",""
"Tambala Village Clinic","Tambala Village Clinic","klLWHNwwShb","Not existing",""
"Tandauko Village Clinic","Tandauko Village Clinic","BByfNIT720f","Not existing",""
"Tcharo Health Centre","Tcharo Health Center","BU7rorTM59N","RU0419","829"
"Chesamu Health Centre","Tchesamu Health Centre","zxDIIqsUrk8","NB0302",""
"Tedzani Clinic","Tedzani Clinic","PfE0xKirf0K","NE3716",""
"Tedzani Escom Clinic","Tedzani Escom Clinic","sKN6JyTFe9M","NE3716","1146"
"Tembwe Health Centre","Tembwe Health Centre","tfkK9FkHh3n","MC1613","482"
"Tengani Health Centre","Tengani Health Centre","O4OnTZDe6YW","NJ3413","769"
"Tengani Village Clinic","Tengani Village Clinic","UI4Lby09Hws","NJ3413",""
"","test Dowa","P6nGnYB9bsp","Not existing",""
"","test Kasungu","fUp1N3DQwu0","Not existing",""
"","test Ntchisi","Gh0UACPnJ2l","Not existing",""
"","Test_District","rIpl9CA3aPm","Not existing",""
"","Test_Zone","JlMo0VGJLA3","Not existing",""
"Thabwani Village Clinic","Thabwani Village Clinic","EsFh43lDvbu","Not existing",""
"Thambani Health Centre","Thambani Health Centre","OfoB1qVuiwI","MN3804","227"
"Thangata Village Clinic","Thangata Village Clinic","Qq26RthSrFg","Not existing",""
"Thavite Health Centre","Thavite Health Centre","or37YlPVkxQ","SA1417","383"
"Thawiro Village Clinic","Thawiro Village Clinic","xRXGSnovdM0","Not existing",""
"Theatre For Change Clinic","Theatre For ChangeClinic","G5c744Vg7aq","LL7006",""
"","Thekerani Rural/ Community Hospital","InxuyEdPFCm","TO3119","228"
"Thembe Health Centre","Thembe Health Centre","Y06YIhXv9wY","MJ3218","832"
"Thendo Village Clinic","Thendo Village Clinic","MtU2sbewrUp","Not existing",""
"Therere Village Clinic","Therere Village Clinic","VieZrqCiWbp","Not existing",""
"Thimu Village Clinic","Thimu Village Clinic","AVIOZbpBxCK","Not existing",""
"Thofu Village Clinic","Thofu Village Clinic","J44JU3oJF4p","Not existing",""
"Thomas Health Centre","Thomasi Health Centre","TKKQUXqRrrr","TO3120","643"
"Thomu Village Clinic","Thomu Village Clinic","f4QHVaka4Rn","Not existing",""
"Thondwe Health Centre","Thondwe Health Centre","WSD1egGlSlf","ZA2721","611"
"Thonje Health Centre","Thonje Health Centre","V75SGRWLZNR","DA1320","231"
"Thopa Village Clinic","Thopa Village Clinic","Ygstk8WJAk1","Not existing",""
"Thuchila Health Centre","Thuchila Health Centre","xIfDdYzRS5G","MJ3219","232"
"Thumbi Village Clinic","Thumbi Village Clinic","mipI5X8RVZc","Not existing",""
"Thumbwe Health Centre","Thumbwe Health Centre","tlDXiuRLOpw","CZ2812","1128"
"Thumu Village Clinic","Thumu Village Clinic","aBJVlUh9mUu","Not existing",""
"Thunduwike Health Centre","Thunduwike Health Centre","O6DhPzoQAUm","MZN0568","547"
